# Program:featureCounts v1.6.3; Command:"/usr/bin/featureCounts" "-p" "-g" "gene_id" "-a" "/scratch_tmp/grp/msc_appbio/group8/data/raw/ncbi_dataset/data/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/counts.txt" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/theAlignmentAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/theAlignmentAligned.sortedByCoord.out.bam
YBR235W	NC_001134.8	686901	690263	+	3363	3148
YBR236C	NC_001134.8	690383	691693	-	1311	3364
YBR237W	NC_001134.8	691969	694518	+	2550	3659
YBR238C	NC_001134.8	695107	697302	-	2196	2600
YBR239C	NC_001134.8	698354	699943	-	1590	1870
YBR240C	NC_001134.8	700490	701842	-	1353	13691
YBR241C	NC_001134.8	702589	704055	-	1467	4124
YBR242W	NC_001134.8	704670	705386	+	717	1476
YBR243C	NC_001134.8	705447	706793	-	1347	1441
YBR244W	NC_001134.8	707528	708016	+	489	622
YBR245C	NC_001134.8	708150	711539	-	3390	2639
YBR246W	NC_001134.8	711591	712754	+	1164	2312
YBR247C	NC_001134.8	713004	714455	-	1452	2219
YBR248C	NC_001134.8	714807	716465	-	1659	15098
YBR249C	NC_001134.8	716882	717994	-	1113	22512
YBR250W	NC_001134.8	719033	720604	+	1572	839
YBR251W	NC_001134.8	721390	722313	+	924	2504
YBR252W	NC_001134.8	722611	723054	+	444	2309
YBR253W	NC_001134.8	723270	723635	+	366	2202
YBR254C	NC_001134.8	723736	724263	-	528	1059
YBR255W	NC_001134.8	724456	726540	+	2085	2871
YBR255C-A	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	1406
YBR256C	NC_001134.8	727386	728102	-	717	19086
YBR257W	NC_001134.8	728885	729724	+	840	1863
YBR258C	NC_001134.8	729734	730162	-	429	716
YBR259W	NC_001134.8	730387	732453	+	2067	1492
YBR260C	NC_001134.8	732639	734639	-	2001	2242
YBR261C	NC_001134.8	734832	735530	-	699	2426
YBR262C	NC_001134.8	735720	736040	-	321	2116
YBR263W	NC_001134.8	736264	737736	+	1473	6245
YBR264C	NC_001134.8	737770	738369	-	600	2358
YBR265W	NC_001134.8	738582	739544	+	963	4875
YBR267W	NC_001134.8	739841	741022	+	1182	2014
YBR266C	NC_001134.8	739936	740388	-	453	0
YBR268W	NC_001134.8	741299	741616	+	318	1451
YBR269C	NC_001134.8	742160	742576	-	417	1938
YBR270C	NC_001134.8	742761	744398	-	1638	1752
YBR271W	NC_001134.8	744852	746111	+	1260	1367
YBR272C	NC_001134.8	746361	747803	-	1443	1545
YBR273C	NC_001134.8	748061	749371	-	1311	3800
YBR274W	NC_001134.8	749594	751177	+	1584	1942
YBR275C	NC_001134.8	751356	757106	-	5751	2609
YBR276C	NC_001134.8	757620	760043	-	2424	3810
YBR278W	NC_001134.8	760294	760899	+	606	3107
YBR279W	NC_001134.8	761257	762594	+	1338	5968
YBR280C	NC_001134.8	762784	764697	-	1914	1820
YBR281C	NC_001134.8	764970	767606	-	2637	2284
YBR282W	NC_001134.8	768240	768680	+	441	1554
YBR283C	NC_001134.8	768943	770415	-	1473	6708
YBR284W	NC_001134.8	771239	773632	+	2394	970
YBR285W	NC_001134.8	773922	774356	+	435	1049
YBR286W	NC_001134.8	774700	776313	+	1614	36173
YBR287W	NC_001134.8	776571	777854	+	1284	3594
YBR288C	NC_001134.8	778012	779463	-	1452	1745
YBR289W	NC_001134.8	779667	782384	+	2718	1770
YBR290W	NC_001134.8	782591	783556	+	966	4506
YBR291C	NC_001134.8	783673	784572	-	900	2156
YBR292C	NC_001134.8	784702	785073	-	372	83
YBR293W	NC_001134.8	787006	788430	+	1425	3095
YBR294W	NC_001134.8	789235	791814	+	2580	9456
YBR295W	NC_001134.8	792849	796499	+	3651	2034
YBR296C	NC_001134.8	796798	798522	-	1725	642
YBR296C-A	NC_001134.8	800123	800242	-	120	31
YBR297W	NC_001134.8	800523	801929	+	1407	2512
YBR298C	NC_001134.8	802631	804475	-	1845	2448
YBR298C-A	NC_001134.8	805035	805256	-	222	8
YBR299W	NC_001134.8	805351	807105	+	1755	37
YBR301W	NC_001134.8	809057	809419	+	363	214
YBR302C	NC_001134.8	810340	811479	-	1140	6
YCL075W	NC_001135.5	2126	2566	+	441	32
YCL074W	NC_001135.5	2824	3750	+	927	106
YCL073C	NC_001135.5	6479	8326	-	1848	172
YCL069W	NC_001135.5	9706	11082	+	1377	76
YCL068C	NC_001135.5	11503	12285	-	783	0
YCL067C	NC_001135.5	12386	13018	-	633	1
YCL066W	NC_001135.5	13282	13809	+	528	0
YCL064C	NC_001135.5	15798	16880	-	1083	42540
YCL063W	NC_001135.5	17290	18561	+	1272	1992
YCL061C	NC_001135.5	18816	22106	-	3291	2166
YCL059C	NC_001135.5	22429	23379	-	951	2931
YCL058C	NC_001135.5	23523	23981	-	459	169
YCL058W-A	NC_001135.5	23584	23925	+	342	0
YCL057C-A	NC_001135.5	24032	24325	-	294	3662
YCL057W	NC_001135.5	24768	26906	+	2139	6905
YCL056C	NC_001135.5	26925	27359	-	435	1507
YCL055W	NC_001135.5	27929	28936	+	1008	2492
YCL054W-A	NC_001135.5	30910	30996	+	87	13
YCL054W	NC_001135.5	31449	33974	+	2526	3468
YCL052C	NC_001135.5	34143	35393	-	1251	4065
YCL051W	NC_001135.5	35865	37616	+	1752	2552
YCL050C	NC_001135.5	37836	38801	-	966	7145
YCL049C	NC_001135.5	39786	40724	-	939	8640
YCL048W-A	NC_001135.5	41488	41727	+	240	1321
YCL048W	NC_001135.5	42165	43556	+	1392	474
YCL047C	NC_001135.5	43661	44437	-	777	2450
YCL045C	NC_001135.5	44623	46905	-	2283	6480
YCL044C	NC_001135.5	47111	48364	-	1254	1593
YCL043C	NC_001135.5	48653	50221	-	1569	27424
YCL042W	NC_001135.5	50584	50943	+	360	101
YCL040W	NC_001135.5	50838	52340	+	1503	28192
YCL039W	NC_001135.5	52645	54882	+	2238	3696
YCL038C	NC_001135.5	54941	56527	-	1587	5244
YCL037C	NC_001135.5	57374	58678	-	1305	129
YCL036W	NC_001135.5	59026	60726	+	1701	835
YCL035C	NC_001135.5	60841	61173	-	333	9767
YCL034W	NC_001135.5	61658	62722	+	1065	6301
YCL033C	NC_001135.5	62776	63282	-	507	1799
YCL032W	NC_001135.5	63441	64481	+	1041	1950
YCL031C	NC_001135.5	64675	65568	-	894	4209
YCL030C	NC_001135.5	65934	68333	-	2400	78358
YCL029C	NC_001135.5	68599	69921	-	1323	2483
YCL028W	NC_001135.5	70150	71367	+	1218	4957
YCL027W	NC_001135.5	71803	73341	+	1539	2276
YCL026C-B	NC_001135.5	73405	73986	-	582	1156
YCL026C-A	NC_001135.5	74704	75285	-	582	805
YCL025C	NC_001135.5	76018	77919	-	1902	11225
YCL024W	NC_001135.5	79162	82275	+	3114	2360
YNCC0001C	NC_001135.5	82462	82533	-	72	1
YCL021W-A	NC_001135.5	83620	83997	+	378	465
YCL019W	NC_001135.5	85102	90415	+	5314	15
YCL020W	NC_001135.5	85102	86418	+	1317	0
YNCC0002W	NC_001135.5;NC_001135.5	90859;90929	90896;90972	+;+	82	0
YCL018W	NC_001135.5	91324	92418	+	1095	0
YCL017C	NC_001135.5	92777	94270	-	1494	4379
YCL016C	NC_001135.5	94621	95763	-	1143	1766
YCL014W	NC_001135.5	96281	101191	+	4911	2007
YCL012C	NC_001135.5;NC_001135.5	101317;101701	101633;101788	-;-	405	735
YCL011C	NC_001135.5	102075	103358	-	1284	8643
YCL010C	NC_001135.5	103571	104350	-	780	4382
YCL009C	NC_001135.5	104619	105548	-	930	23650
YCL008C	NC_001135.5	105696	106853	-	1158	2381
YCL005W-A	NC_001135.5;NC_001135.5;NC_001135.5	107023;107111;107288	107033;107191;107417	+;+;+	222	4557
YNCC0003C	NC_001135.5	107504	107712	-	209	170
YCL005W	NC_001135.5	108021	108791	+	771	1905
YCL004W	NC_001135.5	109105	110670	+	1566	1104
YCL002C	NC_001135.5;NC_001135.5	110808;111634	111557;111675	-;-	792	1797
YCL001W	NC_001135.5	111916	112482	+	567	3157
YCL001W-A	NC_001135.5	113080	113541	+	462	226
YCL001W-B	NC_001135.5	113770	114024	+	255	269
YCR001W	NC_001135.5	115685	115999	+	315	278
YCR002C	NC_001135.5	117380	118348	-	969	4246
YCR003W	NC_001135.5	118620	119171	+	552	1589
YCR004C	NC_001135.5	119575	120318	-	744	4811
YCR005C	NC_001135.5	120946	122328	-	1383	178368
YCR006C	NC_001135.5	122530	123003	-	474	255
YNCC0004C	NC_001135.5	123577	123648	-	72	138
YCR007C	NC_001135.5	126011	126730	-	720	1285
YNCC0005W	NC_001135.5	127716	127789	+	74	1
YCR008W	NC_001135.5	128470	130281	+	1812	3087
YCR009C	NC_001135.5	130745	131542	-	798	5768
YCR010C	NC_001135.5	132273	133124	-	852	395
YCR011C	NC_001135.5	133724	136873	-	3150	4935
YCR012W	NC_001135.5	137746	138996	+	1251	293463
YCR014C	NC_001135.5	139185	140933	-	1749	1383
YCR015C	NC_001135.5	141217	142170	-	954	902
YNCC0006C	NC_001135.5	142364	142546	-	183	624
YNCC0007C	NC_001135.5	142701	142771	-	71	1
YCR016W	NC_001135.5	143634	144506	+	873	3338
YCR017C	NC_001135.5	144773	147634	-	2862	6296
YCR018C	NC_001135.5	148238	148903	-	666	2302
YNCC0008W	NC_001135.5	149920	149991	+	72	0
YNCC0009C	NC_001135.5	151284	151356	-	73	0
YCR019W	NC_001135.5	152837	153928	+	1092	1440
YCR020C	NC_001135.5	154012	154659	-	648	12213
YCR020C-A	NC_001135.5	154830	155096	-	267	1143
YCR020W-B	NC_001135.5	155320	155556	+	237	928
YCR021C	NC_001135.5	156109	157107	-	999	2826
YCR022C	NC_001135.5	157421	157765	-	345	76
YCR023C	NC_001135.5	158538	160373	-	1836	4810
YCR024C	NC_001135.5	160744	162222	-	1479	1301
YCR024C-B	NC_001135.5	162599	162865	-	267	11506
YCR024C-A	NC_001135.5	162945	163067	-	123	8417
YCR025C	NC_001135.5	163446	163856	-	411	257
YCR026C	NC_001135.5	164111	166339	-	2229	4129
YCR027C	NC_001135.5	167370	167999	-	630	1270
YNCC0010C	NC_001135.5	168301	168372	-	72	2
YCR028C	NC_001135.5	170886	172424	-	1539	1859
YCR028C-A	NC_001135.5;NC_001135.5	172950;173199	173115;173440	-;-	408	3709
YCR030C	NC_001135.5	173826	176438	-	2613	2760
YNCC0011W	NC_001135.5	177183	177282	+	100	36
YCR031C	NC_001135.5;NC_001135.5	177500;178214	177906;178220	-;-	414	32986
YNCC0012C	NC_001135.5	178610	178798	-	189	35
YCR032W	NC_001135.5	179520	186023	+	6504	2021
YCR033W	NC_001135.5	186489	190169	+	3681	5134
YCR034W	NC_001135.5	190592	191635	+	1044	3286
YCR035C	NC_001135.5	191834	193018	-	1185	4321
YCR036W	NC_001135.5	193297	194298	+	1002	3860
YCR037C	NC_001135.5	194414	197185	-	2772	3733
YCR038C	NC_001135.5	197621	199549	-	1929	577
YCR039C	NC_001135.5	199546	200178	-	633	0
YCR040W	NC_001135.5	200442	200969	+	528	0
YCR041W	NC_001135.5	200911	201243	+	333	0
YCR042C	NC_001135.5	201174	205397	-	4224	4117
YNCC0015W	NC_001135.5	205766	205942	+	177	58
YCR043C	NC_001135.5	206261	206644	-	384	1678
YCR044C	NC_001135.5	206877	207950	-	1074	3169
YCR045C	NC_001135.5	208135	209610	-	1476	2664
YCR046C	NC_001135.5	209914	210423	-	510	2735
YCR047C	NC_001135.5	210718	211545	-	828	4064
YCR048W	NC_001135.5	211929	213761	+	1833	14627
YCR050C	NC_001135.5	213464	213772	-	309	22
YCR051W	NC_001135.5	214071	214739	+	669	3952
YCR052W	NC_001135.5	214994	216445	+	1452	4611
YCR053W	NC_001135.5	216697	218241	+	1545	18831
YCR054C	NC_001135.5	218376	220067	-	1692	1277
YCR057C	NC_001135.5	220457	223228	-	2772	3439
YCR059C	NC_001135.5	223454	224230	-	777	3940
YCR060W	NC_001135.5	224399	224734	+	336	1692
YCR061W	NC_001135.5	225563	227458	+	1896	2130
YNCC0013W	NC_001135.5;NC_001135.5	227942;227998	227978;228042	+;+	82	9
YCR063W	NC_001135.5	228318	228791	+	474	400
YCR065W	NC_001135.5	229310	231004	+	1695	2075
YCR066W	NC_001135.5	231500	232963	+	1464	1053
YCR067C	NC_001135.5	233125	236322	-	3198	2821
YCR068W	NC_001135.5	237214	238776	+	1563	3211
YCR069W	NC_001135.5	239055	240011	+	957	12187
YCR071C	NC_001135.5	240103	240543	-	441	1511
YCR072C	NC_001135.5	240805	242352	-	1548	1920
YCR073C	NC_001135.5	242588	246583	-	3996	3470
YCR073W-A	NC_001135.5	246963	247910	+	948	3368
YCR075C	NC_001135.5	248033	248815	-	783	1663
YCR075W-A	NC_001135.5	248975	249202	+	228	802
YCR076C	NC_001135.5	249293	250045	-	753	1902
YCR077C	NC_001135.5	250238	252628	-	2391	7409
YCR079W	NC_001135.5	252845	254173	+	1329	2541
YCR081W	NC_001135.5	254371	258654	+	4284	1545
YCR082W	NC_001135.5	258883	259269	+	387	3429
YCR083W	NC_001135.5	259578	259961	+	384	1265
YCR084C	NC_001135.5	260311	262452	-	2142	6882
YCR085W	NC_001135.5	262916	263269	+	354	57
YCR086W	NC_001135.5	263392	263964	+	573	1220
YCR087C-A	NC_001135.5	264006	264467	-	462	2060
YCR088W	NC_001135.5	265068	266846	+	1779	7886
YCR089W	NC_001135.5	267434	272263	+	4830	2007
YCR090C	NC_001135.5	272315	272863	-	549	1796
YCR091W	NC_001135.5	274404	276566	+	2163	2263
YCR092C	NC_001135.5	276764	279820	-	3057	1822
YCR093W	NC_001135.5	280117	286443	+	6327	3775
YCR094W	NC_001135.5	286762	287937	+	1176	1918
YCR095C	NC_001135.5	288170	289258	-	1089	2256
YCR095W-A	NC_001135.5	289639	289797	+	159	248
YCR096C	NC_001135.5	293179	293538	-	360	0
YCR097W	NC_001135.5;NC_001135.5;NC_001135.5	293835;293994;294292	293939;294239;294321	+;+;+	381	1
YNCC0014W	NC_001135.5	295484	295556	+	73	0
YCR098C	NC_001135.5	297049	298605	-	1557	555
YCR099C	NC_001135.5	300832	301299	-	468	620
YCR100C	NC_001135.5	301271	302221	-	951	1058
YCR101C	NC_001135.5	302482	303030	-	549	523
YCR102C	NC_001135.5	304361	305467	-	1107	857
YCR104W	NC_001135.5	307801	308175	+	375	147
YCR105W	NC_001135.5	309070	310155	+	1086	1045
YCR106W	NC_001135.5	310958	313456	+	2499	1649
YCR107W	NC_001135.5	313890	314981	+	1092	775
YCR108C	NC_001135.5	315997	316188	-	192	0
YDL248W	NC_001136.10	1802	2953	+	1152	672
YDL247W	NC_001136.10	5985	7814	+	1830	24
YDL246C	NC_001136.10	8683	9756	-	1074	16
YDL245C	NC_001136.10	11657	13360	-	1704	64
YDL244W	NC_001136.10	16204	17226	+	1023	609
YDL243C	NC_001136.10	17577	18566	-	990	1050
YDL242W	NC_001136.10	18959	19312	+	354	361
YDL241W	NC_001136.10	20635	21006	+	372	500
YDL240W	NC_001136.10	22823	25876	+	3054	2119
YDL239C	NC_001136.10	26403	28775	-	2373	931
YDL238C	NC_001136.10	28985	30454	-	1470	975
YDL237W	NC_001136.10	30657	31829	+	1173	3243
YDL236W	NC_001136.10	32296	33234	+	939	4417
YDL235C	NC_001136.10	33415	33918	-	504	3401
YDL234C	NC_001136.10	34237	36477	-	2241	5181
YDL233W	NC_001136.10	36797	38173	+	1377	1204
YDL232W	NC_001136.10	38487	38597	+	111	1470
YDL231C	NC_001136.10	38867	42244	-	3378	3628
YDL230W	NC_001136.10	42700	43707	+	1008	3174
YDL229W	NC_001136.10	44065	45906	+	1842	20267
YDL227C	NC_001136.10	46271	48031	-	1761	2986
YDL226C	NC_001136.10	51115	52173	-	1059	6274
YDL225W	NC_001136.10	52445	54100	+	1656	3852
YDL224C	NC_001136.10	54397	56346	-	1950	4289
YDL223C	NC_001136.10	57265	60405	-	3141	2721
YDL222C	NC_001136.10	60872	61801	-	930	1034
YDL220C	NC_001136.10	62244	65018	-	2775	1148
YDL219W	NC_001136.10;NC_001136.10	65242;65378	65306;65765	+;+	453	1286
YDL218W	NC_001136.10	66493	67446	+	954	351
YDL217C	NC_001136.10	67983	68606	-	624	2038
YDL216C	NC_001136.10	68997	70319	-	1323	1264
YDL215C	NC_001136.10	70640	73918	-	3279	9885
YDL214C	NC_001136.10	74446	76545	-	2100	1761
YDL213C	NC_001136.10	77289	77966	-	678	3204
YDL212W	NC_001136.10	78426	79058	+	633	4686
YDL211C	NC_001136.10	79294	80412	-	1119	773
YNCD0001W	NC_001136.10	83548	83618	+	71	0
YDL210W	NC_001136.10	84270	85985	+	1716	576
YDL209C	NC_001136.10	86207	87226	-	1020	2029
YDL208W	NC_001136.10	87512	87982	+	471	6695
YDL207W	NC_001136.10	88248	89864	+	1617	4992
YDL206W	NC_001136.10	90176	92464	+	2289	2727
YDL205C	NC_001136.10	92762	93745	-	984	1914
YDL204W-A	NC_001136.10	94133	94285	+	153	192
YDL204W	NC_001136.10	94605	95786	+	1182	978
YDL203C	NC_001136.10	96082	97953	-	1872	2589
YDL202W	NC_001136.10	98475	99224	+	750	2118
YDL201W	NC_001136.10	99561	100421	+	861	2409
YDL200C	NC_001136.10	100501	101067	-	567	1030
YDL199C	NC_001136.10	101290	103353	-	2064	1612
YDL198C	NC_001136.10	103649	104551	-	903	10393
YDL197C	NC_001136.10	104917	106494	-	1578	3122
YDL195W	NC_001136.10	107208	111029	+	3822	5849
YDL194W	NC_001136.10	111580	114234	+	2655	2005
YDL193W	NC_001136.10	114672	115799	+	1128	2508
YDL192W	NC_001136.10	116321	116866	+	546	18031
YDL191W	NC_001136.10;NC_001136.10	117664;118158	117666;118517	+;+	363	5703
YDL190C	NC_001136.10	118707	121592	-	2886	3834
YDL189W	NC_001136.10	122216	123589	+	1374	4446
YDL188C	NC_001136.10	123865	124998	-	1134	2722
YDL186W	NC_001136.10	125616	126449	+	834	1098
YDL185W	NC_001136.10	126787	130002	+	3216	31772
YDL184C	NC_001136.10	130407	130484	-	78	4234
YDL183C	NC_001136.10	130871	131833	-	963	1599
YDL182W	NC_001136.10	133437	134723	+	1287	24787
YDL181W	NC_001136.10	135179	135436	+	258	1607
YDL180W	NC_001136.10	135896	137539	+	1644	3060
YDL179W	NC_001136.10	138291	139205	+	915	3131
YDL178W	NC_001136.10	139522	141114	+	1593	2275
YDL177C	NC_001136.10	141209	141721	-	513	2083
YDL176W	NC_001136.10	142097	144223	+	2127	2634
YDL175C	NC_001136.10	144484	145518	-	1035	2836
YDL174C	NC_001136.10	145826	147589	-	1764	3026
YDL173W	NC_001136.10	148191	149078	+	888	8748
YDL171C	NC_001136.10	149203	155640	-	6438	10013
YDL170W	NC_001136.10	156318	157904	+	1587	13015
YDL169C	NC_001136.10	158064	158735	-	672	1094
YDL168W	NC_001136.10	159604	160764	+	1161	4557
YDL167C	NC_001136.10	160995	163154	-	2160	2486
YDL166C	NC_001136.10	163449	164042	-	594	2055
YDL165W	NC_001136.10	164290	164865	+	576	2172
YDL164C	NC_001136.10	164987	167254	-	2268	2650
YDL161W	NC_001136.10	167714	169078	+	1365	4591
YDL160C-A	NC_001136.10	169366	169608	-	243	695
YDL160C	NC_001136.10	170410	171930	-	1521	1491
YDL159W-A	NC_001136.10	172182	172313	+	132	1
YDL159W	NC_001136.10	172481	174028	+	1548	2284
YDL157C	NC_001136.10	174232	174588	-	357	3202
YDL156W	NC_001136.10	174918	176486	+	1569	1428
YDL155W	NC_001136.10	176773	178056	+	1284	3422
YDL154W	NC_001136.10	178334	181039	+	2706	694
YDL153C	NC_001136.10	181186	183018	-	1833	3613
YDL150W	NC_001136.10	183343	184611	+	1269	2890
YDL149W	NC_001136.10	184925	187918	+	2994	1803
YDL148C	NC_001136.10	188154	190586	-	2433	3410
YDL147W	NC_001136.10	190924	192261	+	1338	8567
YDL146W	NC_001136.10	192750	194225	+	1476	1593
YDL145C	NC_001136.10	194571	198176	-	3606	8473
YDL144C	NC_001136.10	198662	199732	-	1071	2182
YDL143W	NC_001136.10	199996	201582	+	1587	7679
YDL142C	NC_001136.10	201719	202570	-	852	1797
YDL141W	NC_001136.10	203039	205111	+	2073	2172
YDL140C	NC_001136.10	205360	210561	-	5202	6076
YDL139C	NC_001136.10	211375	212046	-	672	1334
YDL138W	NC_001136.10	213351	215642	+	2292	3258
YDL137W	NC_001136.10	216529	217074	+	546	15690
YDL136W	NC_001136.10;NC_001136.10	217600;218008	217602;218367	+;+	363	3800
YDL135C	NC_001136.10	218680	219288	-	609	3530
YDL134C	NC_001136.10	219662	220771	-	1110	5185
YDL133C-A	NC_001136.10	221724	221801	-	78	9215
YDL133W	NC_001136.10	222427	223740	+	1314	3796
YDL132W	NC_001136.10	224304	226751	+	2448	3989
YDL131W	NC_001136.10	227393	228715	+	1323	12199
YDL130W-A	NC_001136.10	229171	229431	+	261	3436
YDL130W	NC_001136.10;NC_001136.10	229906;230321	230019;230527	+;+	321	19670
YDL129W	NC_001136.10	231024	231899	+	876	1269
YDL128W	NC_001136.10	232652	233887	+	1236	5393
YDL127W	NC_001136.10	234927	235853	+	927	1537
YDL126C	NC_001136.10	236157	238664	-	2508	27402
YDL125C	NC_001136.10;NC_001136.10	239019;239510	239398;239606	-;-	477	11347
YDL124W	NC_001136.10	240259	241197	+	939	14380
YDL123W	NC_001136.10	241418	241840	+	423	2679
YDL122W	NC_001136.10	242552	244981	+	2430	5296
YDL121C	NC_001136.10	245133	245582	-	450	1725
YDL120W	NC_001136.10	245923	246447	+	525	2107
YDL119C	NC_001136.10	246689	247612	-	924	1312
YDL117W	NC_001136.10	248581	251238	+	2658	2076
YDL116W	NC_001136.10	251566	253746	+	2181	3241
YDL115C	NC_001136.10;NC_001136.10	253995;255045	254974;255126	-;-	1062	3751
YDL114W	NC_001136.10	255604	256530	+	927	325
YDL113C	NC_001136.10	256633	258555	-	1923	3810
YDL112W	NC_001136.10	258915	263225	+	4311	2634
YDL111C	NC_001136.10	263313	264110	-	798	3256
YDL110C	NC_001136.10	264512	264964	-	453	2342
YDL109C	NC_001136.10	265258	267201	-	1944	1260
YDL108W	NC_001136.10;NC_001136.10	267698;267807	267725;268699	+;+	921	1995
YDL107W	NC_001136.10	268921	269976	+	1056	1081
YDL106C	NC_001136.10	270222	271901	-	1680	1992
YDL105W	NC_001136.10	272389	273597	+	1209	825
YDL104C	NC_001136.10	273653	274876	-	1224	1029
YDL103C	NC_001136.10	275148	276581	-	1434	2644
YDL102W	NC_001136.10	276872	280165	+	3294	1816
YDL101C	NC_001136.10	280307	281848	-	1542	1293
YDL100C	NC_001136.10	282112	283176	-	1065	9351
YDL099W	NC_001136.10	283419	284444	+	1026	6345
YDL098C	NC_001136.10	284581	285165	-	585	862
YDL097C	NC_001136.10	285391	286695	-	1305	9271
YDL095W	NC_001136.10	287059	289512	+	2454	8182
YDL093W	NC_001136.10	289909	292140	+	2232	3730
YDL092W	NC_001136.10	292781	293221	+	441	3640
YDL091C	NC_001136.10	293392	294759	-	1368	2308
YDL090C	NC_001136.10	295034	296329	-	1296	2190
YDL089W	NC_001136.10	296820	298274	+	1455	2070
YDL088C	NC_001136.10	298417	300003	-	1587	3517
YDL087C	NC_001136.10	300214	300999	-	786	851
YDL086W	NC_001136.10	301413	302234	+	822	4973
YDL085C-A	NC_001136.10	302464	302670	-	207	2246
YDL085W	NC_001136.10	303211	304848	+	1638	1292
YDL084W	NC_001136.10	305237	306577	+	1341	16239
YDL083C	NC_001136.10;NC_001136.10	306926;307766	307333;307789	-;-	432	16689
YDL082W	NC_001136.10;NC_001136.10	308424;308793	308427;309388	+;+	600	14753
YDL081C	NC_001136.10	309802	310122	-	321	21417
YDL080C	NC_001136.10	310642	312471	-	1830	5014
YDL079C	NC_001136.10;NC_001136.10	312951;314337	314044;314748	-;-	1506	2890
YDL078C	NC_001136.10	315357	316388	-	1032	6740
YDL077C	NC_001136.10	316971	320120	-	3150	1579
YDL076C	NC_001136.10	320668	321552	-	885	2375
YDL075W	NC_001136.10;NC_001136.10	322226;322704	322282;322988	+;+	342	27284
YNCD0002C	NC_001136.10	323217	323471	-	255	144
YDL074C	NC_001136.10	324047	326149	-	2103	5097
YDL073W	NC_001136.10	326613	329567	+	2955	3372
YDL072C	NC_001136.10	329836	330447	-	612	6241
YDL070W	NC_001136.10	331024	332940	+	1917	17821
YDL069C	NC_001136.10	333121	333810	-	690	789
YDL067C	NC_001136.10	334217	334396	-	180	3766
YDL066W	NC_001136.10	334835	336121	+	1287	21363
YDL065C	NC_001136.10	336249	337277	-	1029	2390
YDL064W	NC_001136.10;NC_001136.10	337487;337635	337524;338070	+;+	474	1677
YDL063C	NC_001136.10	338272	340134	-	1863	1840
YDL061C	NC_001136.10	340628	340798	-	171	13277
YDL060W	NC_001136.10	341619	343985	+	2367	3877
YDL059C	NC_001136.10	344237	344953	-	717	4919
YDL058W	NC_001136.10	345665	351037	+	5373	4987
YDL057W	NC_001136.10	351434	352420	+	987	1622
YDL056W	NC_001136.10	352877	355378	+	2502	3366
YDL055C	NC_001136.10	355674	356759	-	1086	53377
YNCD0003W	NC_001136.10;NC_001136.10	359577;359637	359613;359672	+;+	73	6
YDL054C	NC_001136.10	359825	361285	-	1461	5373
YDL053C	NC_001136.10	361699	362256	-	558	3372
YDL052C	NC_001136.10	362672	363583	-	912	6341
YDL051W	NC_001136.10	363952	364779	+	828	4591
YDL049C	NC_001136.10	365068	365874	-	807	690
YDL048C	NC_001136.10	366739	368211	-	1473	2635
YDL047W	NC_001136.10	369771	370706	+	936	4382
YDL046W	NC_001136.10	371240	371761	+	522	6740
YDL045W-A	NC_001136.10	372248	372535	+	288	1943
YDL045C	NC_001136.10	372688	373608	-	921	2281
YDL044C	NC_001136.10	373967	375289	-	1323	1291
YDL043C	NC_001136.10	375680	376480	-	801	1086
YDL042C	NC_001136.10	376757	378445	-	1689	1574
YDL040C	NC_001136.10	378874	381438	-	2565	7158
YDL039C	NC_001136.10	381985	384081	-	2097	375
YDL037C	NC_001136.10	384601	385587	-	987	87
YDL036C	NC_001136.10	387513	388901	-	1389	1607
YDL035C	NC_001136.10	389172	392057	-	2886	4405
YDL033C	NC_001136.10	392659	393912	-	1254	1074
YDL031W	NC_001136.10	394217	397204	+	2988	4632
YDL030W	NC_001136.10	397537	399129	+	1593	2056
YDL029W	NC_001136.10;NC_001136.10	399340;399485	399361;400638	+;+	1176	9434
YDL028C	NC_001136.10	400997	403291	-	2295	2699
YDL027C	NC_001136.10	403695	404957	-	1263	2483
YDL025C	NC_001136.10	405344	407206	-	1863	5033
YDL024C	NC_001136.10	408451	409857	-	1407	935
YDL022C-A	NC_001136.10	409808	410056	-	249	44
YNCD0004W	NC_001136.10	410379	410451	+	73	2
YDL022W	NC_001136.10	411825	413000	+	1176	23722
YDL021W	NC_001136.10	413953	414888	+	936	3105
YDL020C	NC_001136.10	415113	416708	-	1596	9609
YDL019C	NC_001136.10	417663	421514	-	3852	5903
YDL018C	NC_001136.10	422833	423510	-	678	1261
YDL017W	NC_001136.10	424209	425732	+	1524	1215
YDL015C	NC_001136.10	426002	426934	-	933	7605
YDL014W	NC_001136.10	427364	428347	+	984	11831
YDL013W	NC_001136.10	429067	430926	+	1860	3453
YDL012C	NC_001136.10;NC_001136.10	431108;431473	431386;431517	-;-	324	3016
YDL010W	NC_001136.10	432330	433025	+	696	1885
YDL009C	NC_001136.10	432925	433248	-	324	439
YDL008W	NC_001136.10	433497	433994	+	498	1547
